movieId,title,genres,vote_count,year_released,average_rating,score
151,Rob Roy,Action|Drama|Romance|War,44.0,1995,3.5454545454545454,3.4376874015165253
153,Batman Forever,Action|Adventure|Comedy|Crime,137.0,1995,2.9160583941605838,2.973023204315081
158,Casper,Adventure|Children,62.0,1995,2.806451612903226,2.9446719719963297
160,Congo,Action|Adventure|Mystery|Sci-Fi,57.0,1995,2.8771929824561404,3.0009024465199206
161,Crimson Tide,Drama|Thriller|War,103.0,1995,3.6359223300970873,3.5582754269821026
163,Desperado,Action|Romance|Western,66.0,1995,3.5606060606060606,3.4739333925556273
165,Die Hard: With a Vengeance,Action|Crime|Thriller,144.0,1995,3.5555555555555554,3.5092152368869782
168,First Knight,Action|Drama|Romance,54.0,1995,3.0833333333333335,3.142911179107078
170,Hackers,Action|Adventure|Crime|Thriller,35.0,1995,3.2285714285714286,3.2431581533495697
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,53.0,1995,2.6792452830188678,2.875947568845916
173,Judge Dredd,Action|Crime|Sci-Fi,62.0,1995,2.6693548387096775,2.8491663540188017
180,Mallrats,Comedy|Romance,36.0,1995,3.4027777777777777,3.3424731032964017
185,"Net, The",Action|Crime|Thriller,112.0,1995,3.0401785714285716,3.083279176314197
186,Nine Months,Comedy|Romance,48.0,1995,2.8229166666666665,2.981010740102311
193,Showgirls,Drama,35.0,1995,2.4714285714285715,2.81573879851086
196,Species,Horror|Sci-Fi,45.0,1995,2.6666666666666665,2.8899417431621295
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,28.0,1995,3.25,3.255923736503151
204,Under Siege 2: Dark Territory,Action,30.0,1995,2.716666666666667,2.975014131713567
208,Waterworld,Action|Adventure|Sci-Fi,115.0,1995,2.9130434782608696,2.979407081039953
216,Billy Madison,Comedy,49.0,1995,3.326530612244898,3.303629019837807
223,Clerks,Comedy,104.0,1994,3.855769230769231,3.7334030954784225
224,Don Juan DeMarco,Comedy|Drama|Romance,40.0,1995,3.6125,3.4712806792190047
225,Disclosure,Drama|Thriller,52.0,1994,3.5384615384615383,3.4439975380718137
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,133.0,1994,3.0601503759398496,3.0942237844229585
235,Ed Wood,Comedy|Drama,70.0,1994,3.6785714285714284,3.562637170182199
236,French Kiss,Action|Comedy|Romance,45.0,1995,3.477777777777778,3.396886187606574
246,Hoop Dreams,Documentary,29.0,1994,4.293103448275862,3.795996526922738
252,I.Q.,Comedy|Romance,43.0,1994,3.453488372093023,3.379654364395333
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,109.0,1994,3.458715596330275,3.419675040497598
256,Junior,Comedy|Sci-Fi,35.0,1994,2.8285714285714287,3.0173517017366667
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,251.0,1977,4.231075697211155,4.136963329164293
261,Little Women,Drama,42.0,1994,3.880952380952381,3.6387797899662804
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,33.0,1992,3.9393939393939394,3.6345967584612224
266,Legends of the Fall,Drama|Romance|War|Western,68.0,1994,3.3970588235294117,3.3586926895544558
272,"Madness of King George, The",Comedy|Drama,31.0,1994,3.7580645161290325,3.527169060477126
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,28.0,1994,2.9464285714285716,3.1013782819576967
277,Miracle on 34th Street,Drama,38.0,1994,3.223684210526316,3.2396277770411284
282,Nell,Drama,40.0,1994,3.3375,3.3071015747413925
288,Natural Born Killers,Action|Crime|Thriller,92.0,1994,3.233695652173913,3.2401328193922128
292,Outbreak,Action|Drama|Sci-Fi|Thriller,101.0,1995,3.4257425742574257,3.3912172305286976
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,133.0,1994,4.018796992481203,3.8910987844229585
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,307.0,1994,4.197068403908795,4.121484447627765
300,Quiz Show,Drama,81.0,1994,3.5185185185185186,3.454405606552531
303,"Quick and the Dead, The",Action|Thriller|Western,32.0,1995,2.953125,3.094505178096158
315,"Specialist, The",Action|Drama|Thriller,38.0,1994,3.0789473684210527,3.1550123924257436
316,Stargate,Action|Adventure|Sci-Fi,140.0,1994,3.375,3.356741350345349
317,"Santa Clause, The",Comedy|Drama|Fantasy,81.0,1994,3.2037037037037037,3.2182944954414197
318,"Shawshank Redemption, The",Crime|Drama,317.0,1994,4.429022082018927,4.337429667173469
327,Tank Girl,Action|Comedy|Sci-Fi,34.0,1995,2.823529411764706,3.0176361558634968
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,108.0,1994,3.3935185185185186,3.3672281889457287
333,Tommy Boy,Comedy,50.0,1995,3.78,3.598387084515238
337,What's Eating Gilbert Grape,Drama,77.0,1993,3.7662337662337664,3.6353442837276284
339,While You Were Sleeping,Comedy|Romance,98.0,1995,3.4693877551020407,3.4246064440613866
342,Muriel's Wedding,Comedy,33.0,1994,3.272727272727273,3.2679300917945557
344,Ace Ventura: Pet Detective,Comedy,161.0,1994,3.040372670807453,3.0722117314237942
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,36.0,1994,3.5972222222222223,3.453584214407513
348,Bullets Over Broadway,Comedy,30.0,1994,3.5833333333333335,3.4311544825907596
349,Clear and Present Danger,Action|Crime|Drama|Thriller,110.0,1994,3.6045454545454545,3.5370496752384915
350,"Client, The",Drama|Mystery|Thriller,57.0,1994,3.3859649122807016,3.3461405417580155
353,"Crow, The",Action|Crime|Fantasy|Thriller,64.0,1994,3.609375,3.5063275330513557
355,"Flintstones, The",Children|Comedy|Fantasy,42.0,1994,2.357142857142857,2.7112435580822223
356,Forrest Gump,Comedy|Drama|Romance|War,329.0,1994,4.164133738601824,4.095718554796836
357,Four Weddings and a Funeral,Comedy|Romance,103.0,1994,3.5194174757281553,3.46596773467441
362,"Jungle Book, The",Adventure|Children|Romance,34.0,1994,3.5294117647058822,3.4110787788143164
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,172.0,1994,3.941860465116279,3.849627163355142
367,"Mask, The",Action|Comedy|Crime|Fantasy,157.0,1994,3.1847133757961785,3.19606416036779
368,Maverick,Adventure|Comedy|Western,74.0,1994,3.5,3.43639411393736
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,58.0,1994,3.060344827586207,3.124421241266745
376,"River Wild, The",Action|Thriller,40.0,1994,3.25,3.2548627687712433
377,Speed,Action|Romance|Thriller,171.0,1994,3.5292397660818713,3.4928070985236026
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,178.0,1994,3.497191011235955,3.4662234415008455
410,Addams Family Values,Children|Comedy|Fantasy,84.0,1993,3.1011904761904763,3.1403225721412014
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,59.0,1994,2.7203389830508473,2.8904163431124807
431,Carlito's Way,Crime|Drama,42.0,1993,3.738095238095238,3.55182326822715
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,55.0,1994,2.6454545454545455,2.8484854330204064
434,Cliffhanger,Action|Adventure|Thriller,101.0,1993,3.0346534653465347,3.0826234805286976
435,Coneheads,Comedy|Sci-Fi,63.0,1993,2.4206349206349205,2.6730645056408147
440,Dave,Comedy|Romance,76.0,1993,3.5460526315789473,3.4716097622104205
441,Dazed and Confused,Comedy,42.0,1993,3.9285714285714284,3.667765297212657
442,Demolition Man,Action|Adventure|Sci-Fi,81.0,1993,3.0925925925925926,3.1349611621080866
454,"Firm, The",Drama|Thriller,101.0,1993,3.5346534653465347,3.4771547305286976
455,Free Willy,Adventure|Children|Drama,37.0,1993,2.391891891891892,2.758996961057396
457,"Fugitive, The",Thriller,190.0,1993,3.9921052631578946,3.9012709931229184
466,Hot Shots! Part Deux,Action|Comedy|War,60.0,1993,2.8666666666666667,2.989377074800843
471,"Hudsucker Proxy, The",Comedy,40.0,1994,3.55,3.433967246383184
474,In the Line of Fire,Action|Thriller,70.0,1993,3.692857142857143,3.572946448532715
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,238.0,1993,3.75,3.7002860585195223
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,53.0,1993,2.9339622641509435,3.0446975688459164
494,Executive Decision,Action|Adventure|Thriller,41.0,1996,3.3780487804878048,3.331997139818725
497,Much Ado About Nothing,Comedy|Romance,43.0,1993,3.813953488372093,3.6010829358239045
500,Mrs. Doubtfire,Comedy|Drama,144.0,1993,3.388888888888889,3.368864359693996
508,Philadelphia,Drama,66.0,1993,3.6136363636363638,3.5115678011577782
509,"Piano, The",Drama|Romance,61.0,1993,3.540983606557377,3.455406880769015
520,Robin Hood: Men in Tights,Comedy,69.0,1993,3.130434782608696,3.167456307371597
524,Rudy,Drama,34.0,1993,3.485294117647059,3.38648861487989
527,Schindler's List,Drama|War,220.0,1993,4.225,4.119740103269932
529,Searching for Bobby Fischer,Drama,40.0,1993,3.875,3.6279970971294526
539,Sleepless in Seattle,Comedy|Drama|Romance,106.0,1993,3.4716981132075473,3.429141394794536
541,Blade Runner,Action|Sci-Fi|Thriller,124.0,1982,4.100806451612903,3.950833149057439
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,41.0,1993,3.317073170731707,3.295232433936372
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,93.0,1993,3.553763440860215,3.488131712563945
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,61.0,1993,3.262295081967213,3.2622250625871967
553,Tombstone,Action|Drama|Western,65.0,1993,3.8153846153846156,3.6529978859529715
555,True Romance,Crime|Thriller,65.0,1993,3.8,3.64212832073558
585,"Brady Bunch Movie, The",Comedy,36.0,1995,2.736111111111111,2.961520722344021
586,Home Alone,Children|Comedy,116.0,1990,2.9956896551724137,3.045984653899813
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,115.0,1990,3.4347826086956523,3.4019422923075586
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,183.0,1992,3.7923497267759565,3.724170502417492
589,Terminator 2: Judgment Day,Action|Sci-Fi,224.0,1991,3.970982142857143,3.894724324731766
590,Dances with Wolves,Adventure|Drama|Western,164.0,1990,3.8353658536585367,3.7543235890454105
592,Batman,Action|Crime|Thriller,189.0,1989,3.4285714285714284,3.407758358831821
593,"Silence of the Lambs, The",Crime|Horror|Thriller,279.0,1991,4.161290322580645,4.081947076822462
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,77.0,1937,3.616883116883117,3.524767360650705
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,146.0,1991,3.7705479452054793,3.6911896272119846
596,Pinocchio,Animation|Children|Fantasy|Musical,60.0,1940,3.45,3.3916759253755555
597,Pretty Woman,Comedy|Romance,135.0,1990,3.4851851851851854,3.4479987994300823
608,Fargo,Comedy|Crime|Drama|Thriller,181.0,1996,4.116022099447513,4.005172141863814
610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,33.0,1981,3.5454545454545454,3.4179300917945556
616,"Aristocats, The",Animation|Children,45.0,1970,3.411111111111111,3.355219520939907
628,Primal Fear,Crime|Drama|Mystery|Thriller,35.0,1996,3.642857142857143,3.4770291210915056
637,Sgt. Bilko,Comedy,33.0,1996,3.0454545454545454,3.1429300917945557
647,Courage Under Fire,Action|Crime|Drama|War,29.0,1996,3.3275862068965516,3.295996526922738
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,162.0,1996,3.537037037037037,3.497755584696684
653,Dragonheart,Action|Adventure|Fantasy,65.0,1996,3.0923076923076924,3.14212832073558
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,49.0,1996,3.4489795918367347,3.3825763882588595
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,36.0,1996,3.486111111111111,3.3900921509154496
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53.0,1996,2.707547169811321,2.8946975688459164
708,"Truth About Cats & Dogs, The",Comedy|Romance,58.0,1996,3.3879310344827585,3.3479506530314502
719,Multiplicity,Comedy,35.0,1996,2.842857142857143,3.0254162178656987
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,27.0,1996,4.092592592592593,3.67732973162358
724,"Craft, The",Drama|Fantasy|Horror|Thriller,31.0,1996,3.032258064516129,3.1392380259943673
733,"Rock, The",Action|Adventure|Thriller,121.0,1996,3.6404958677685952,3.571458145322117
736,Twister,Action|Adventure|Romance|Thriller,123.0,1996,3.321138211382114,3.310505370051155
741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi,27.0,1995,4.148148148148148,3.7051075094013575
743,Spy Hard,Comedy,29.0,1996,2.5172413793103448,2.876353669779881
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,48.0,1995,3.8958333333333335,3.667677406768978
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,97.0,1964,4.268041237113402,4.048998431513494
762,Striptease,Comedy|Crime,41.0,1996,2.4146341463414633,2.7511147868775487
778,Trainspotting,Comedy|Crime|Drama,102.0,1996,4.03921568627451,3.876556631842429
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller,202.0,1996,3.4455445544554455,3.423911814443988
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,47.0,1996,3.3297872340425534,3.3050784528063963
784,"Cable Guy, The",Comedy|Thriller,54.0,1996,2.8055555555555554,2.9577259939218927
785,Kingpin,Comedy,42.0,1996,3.369047619047619,3.3271855870677296
786,Eraser,Action|Drama|Thriller,64.0,1996,3.109375,3.1546791814030035
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,82.0,1996,2.731707317073171,2.863080784474067
802,Phenomenon,Drama|Romance,46.0,1996,3.3369565217391304,3.309257609694155
805,"Time to Kill, A",Drama|Thriller,35.0,1996,3.657142857142857,3.4850936372205377
832,Ransom,Crime|Thriller,37.0,1996,3.3378378378378377,3.3058719610573957
837,Matilda,Children|Comedy|Fantasy,33.0,1996,3.272727272727273,3.2679300917945557
838,Emma,Comedy|Drama|Romance,30.0,1996,3.9166666666666665,3.6065930790819882
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,44.0,1996,2.9204545454545454,3.0503634578545533
852,Tin Cup,Comedy|Drama|Romance,43.0,1996,3.1744186046511627,3.2082257929667617
858,"Godfather, The",Crime|Drama,192.0,1972,4.2890625,4.162446600491659
880,"Island of Dr. Moreau, The",Sci-Fi|Thriller,27.0,1996,2.740740740740741,3.001403805697654
898,"Philadelphia Story, The",Comedy|Drama|Romance,29.0,1940,4.310344827586207,3.80492509835131
899,Singin' in the Rain,Comedy|Musical|Romance,47.0,1952,4.074468085106383,3.778051425779369
902,Breakfast at Tiffany's,Drama|Romance,36.0,1961,3.8472222222222223,3.5964413572646556
903,Vertigo,Drama|Mystery|Romance|Thriller,60.0,1958,4.025,3.788227649513487
904,Rear Window,Mystery|Thriller,84.0,1954,4.261904761904762,4.01870095051958
908,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,57.0,1959,4.184210526315789,3.8878072084246824
909,"Apartment, The",Comedy|Drama|Romance,27.0,1960,3.962962962962963,3.612514916808765
910,Some Like It Hot,Comedy|Crime,50.0,1959,4.01,3.747737733865887
912,Casablanca,Drama|Romance,100.0,1942,4.24,4.032092956753334
913,"Maltese Falcon, The",Film-Noir|Mystery,44.0,1941,4.170454545454546,3.8250113451784973
914,My Fair Lady,Comedy|Drama|Musical|Romance,35.0,1964,4.042857142857143,3.7028355727044087
915,Sabrina,Comedy|Romance,30.0,1954,3.7666666666666666,3.527645710660935
919,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,92.0,1939,3.880434782608696,3.7401328193922128
920,Gone with the Wind,Drama|Romance|War,45.0,1939,3.6444444444444444,3.50105285427324
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,27.0,1950,4.333333333333333,3.79770010199395
923,Citizen Kane,Drama|Mystery,69.0,1941,4.043478260869565,3.823706307371597
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,109.0,1968,3.8944954128440368,3.768939746379951
953,It's a Wonderful Life,Children|Drama|Fantasy|Romance,58.0,1946,4.0344827586206895,3.7891271236196857
968,Night of the Living Dead,Horror|Sci-Fi|Thriller,28.0,1968,3.75,3.510469191048606
969,"African Queen, The",Adventure|Comedy|Romance|War,34.0,1951,3.9705882352941178,3.6569804181585788
1020,Cool Runnings,Comedy,37.0,1993,3.081081081081081,3.1574344610573957
1021,Angels in the Outfield,Children|Comedy,27.0,1994,2.3333333333333335,2.7977001019939505
1022,Cinderella,Animation|Children|Fantasy|Musical|Romance,42.0,1950,3.488095238095238,3.3996493551836715
1027,Robin Hood: Prince of Thieves,Adventure|Drama,28.0,1991,3.017857142857143,3.137741918321333
1028,Mary Poppins,Children|Comedy|Fantasy|Musical,71.0,1964,3.887323943661972,3.7150592398742175
1029,Dumbo,Animation|Children|Drama|Musical,35.0,1941,3.3857142857142857,3.3318678307689247
1032,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,40.0,1951,3.375,3.3294896344428855
1035,"Sound of Music, The",Musical|Romance,64.0,1965,3.9375,3.7370967638205865
1036,Die Hard,Action|Crime|Thriller,145.0,1988,3.8620689655172415,3.767882590160892
1042,That Thing You Do!,Comedy|Drama,42.0,1996,3.2738095238095237,3.2692145725749757
1047,"Long Kiss Goodnight, The",Action|Drama|Thriller,33.0,1996,3.3181818181818183,3.2929300917945556
1059,William Shakespeare's Romeo + Juliet,Drama|Romance,36.0,1996,3.7222222222222223,3.5250127858360845
1060,Swingers,Comedy|Drama,36.0,1996,3.6944444444444446,3.5091397699630686
1061,Sleepers,Thriller,29.0,1996,3.6724137931034484,3.474567955494167
1073,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,119.0,1971,3.8739495798319328,3.760793188408721
1077,Sleeper,Comedy|Sci-Fi,28.0,1973,3.75,3.510469191048606
1079,"Fish Called Wanda, A",Comedy|Crime,71.0,1988,3.9225352112676055,3.74056944395585
1080,Monty Python's Life of Brian,Comedy,89.0,1979,3.9269662921348316,3.7722052198937357
1084,Bonnie and Clyde,Crime|Drama,35.0,1967,4.071428571428571,3.7189646049624727
1088,Dirty Dancing,Drama|Musical|Romance,42.0,1987,3.369047619047619,3.3271855870677296
1089,Reservoir Dogs,Crime|Mystery|Thriller,131.0,1992,4.202290076335878,4.041619022200464
1090,Platoon,Drama|War,63.0,1986,3.984126984126984,3.7675089500852588
1092,Basic Instinct,Crime|Mystery|Thriller,47.0,1992,3.1914893617021276,3.217240614968558
1093,"Doors, The",Drama,37.0,1991,3.4054054054054053,3.3449344610573957
1094,"Crying Game, The",Drama|Romance|Thriller,42.0,1992,3.4404761904761907,3.370663847937295
1097,E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,122.0,1982,3.7663934426229506,3.675005406091767
1101,Top Gun,Action|Romance,83.0,1986,3.3012048192771086,3.2915982318879395
1120,"People vs. Larry Flynt, The",Comedy|Drama,27.0,1996,3.537037037037037,3.399551953845802
1127,"Abyss, The",Action|Adventure|Sci-Fi|Thriller,62.0,1989,3.475806451612903,3.41096410682779
1129,Escape from New York,Action|Adventure|Sci-Fi|Thriller,39.0,1981,3.448717948717949,3.3723606895102023
1136,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,136.0,1975,4.161764705882353,4.01273500311456
1148,Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,56.0,1993,4.035714285714286,3.78404584949004
1172,Cinema Paradiso (Nuovo cinema Paradiso),Drama,34.0,1989,4.161764705882353,3.7635377952077596
1179,"Grifters, The",Crime|Drama|Film-Noir,27.0,1990,3.6296296296296298,3.445848250142099
1183,"English Patient, The",Drama|Romance|War,45.0,1996,3.7111111111111112,3.542719520939907
1193,One Flew Over the Cuckoo's Nest,Drama,133.0,1975,4.203007518796992,4.044223784422958
1196,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,211.0,1980,4.2156398104265405,4.107461367679299
1197,"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,142.0,1987,4.232394366197183,4.077371630222919
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action|Adventure,200.0,1981,4.2075,4.095047601355389
1199,Brazil,Fantasy|Sci-Fi,59.0,1985,4.177966101694915,3.8904163431124803
1200,Aliens,Action|Adventure|Horror|Sci-Fi,126.0,1986,3.9642857142857144,3.840364741880218
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,72.0,1966,4.145833333333333,3.9048061162391243
1203,12 Angry Men,Drama,57.0,1957,4.149122807017544,3.8639976846151587
1204,Lawrence of Arabia,Adventure|Drama|War,45.0,1962,4.3,3.9107750764954625
1206,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,120.0,1971,3.995833333333333,3.8610599014127436
1207,To Kill a Mockingbird,Drama,58.0,1962,4.120689655172414,3.847950653031451
1208,Apocalypse Now,Action|Drama|War,107.0,1979,4.219626168224299,4.026685115728905
1210,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,196.0,1983,4.137755102040816,4.031730069541136
1213,Goodfellas,Crime|Drama,126.0,1990,4.25,4.075658859527277
1214,Alien,Horror|Sci-Fi,146.0,1979,3.969178082191781,3.858819685015453
1215,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,51.0,1993,4.03921568627451,3.7702026347137605
1219,Psycho,Crime|Horror,83.0,1960,4.036144578313253,3.8461436864333933
1220,"Blues Brothers, The",Action|Comedy|Musical,84.0,1980,3.8095238095238093,3.676358608177237
1221,"Godfather: Part II, The",Crime|Drama,129.0,1974,4.25968992248062,4.087024394279957
1222,Full Metal Jacket,Drama|War,102.0,1987,4.098039215686274,3.9230682597494053
1223,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,28.0,1989,4.089285714285714,3.6831964637758783
1225,Amadeus,Drama,76.0,1984,4.184210526315789,3.9424835486181875
1228,Raging Bull,Drama,40.0,1980,4.1875,3.814564261308557
1230,Annie Hall,Comedy|Romance,58.0,1977,3.8706896551724137,3.677362417737333
1233,"Boot, Das (Boat, The)",Action|Drama|War,40.0,1981,4.2125,3.8294896344428855
1234,"Sting, The",Comedy|Crime,64.0,1973,3.9765625,3.764569291293114
1240,"Terminator, The",Action|Sci-Fi|Thriller,131.0,1984,3.8969465648854964,3.7884544652384387
1242,Glory,Drama|War,41.0,1989,4.170731707317073,3.8099383162893137
1244,Manhattan,Comedy|Drama|Romance,33.0,1979,4.106060606060606,3.726263425127889
1246,Dead Poets Society,Drama,86.0,1989,3.9593023255813953,3.7927062434307373
1247,"Graduate, The",Comedy|Drama|Romance,79.0,1967,4.063291139240507,3.8592057123365406
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,35.0,1990,4.071428571428571,3.7189646049624727
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,45.0,1957,4.122222222222222,3.799663965384351
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,59.0,1974,4.211864406779661,3.9136721570659687
1257,Better Off Dead...,Comedy|Romance,27.0,1985,3.685185185185185,3.4736260279198765
1258,"Shining, The",Horror,109.0,1980,4.08256880733945,3.9196750404975984
1259,Stand by Me,Adventure|Drama,91.0,1986,4.0054945054945055,3.835388182268418
1261,Evil Dead II (Dead by Dawn),Action|Comedy|Fantasy|Horror,34.0,1987,4.044117647058823,3.6979640247159553
1262,"Great Escape, The",Action|Adventure|Drama|War,43.0,1963,4.127906976744186,3.7939400786810475
1263,"Deer Hunter, The",Drama|War,43.0,1978,3.8255813953488373,3.6082257929667616
1265,Groundhog Day,Comedy|Fantasy|Romance,143.0,1993,3.944055944055944,3.8357400323980784
